session_id,date,month,device,load_time_s,hour,is_weekend,is_new_user,price_range,n_pages_viewed,has_coupon,cart_value,utm_source,exited_at,exit_reason,converted,order_value
560,2024-04-04,2024-04,mobile,0.68,13,0,0,budget,18,0,1164.65,social,landing,no_relevant_product,0,0.0
561,2024-06-18,2024-06,mobile,2.69,9,0,1,premium,11,0,568.03,email,add_to_cart,unexpected_cost,0,0.0
562,2024-04-06,2024-04,desktop,1.86,15,1,0,mid,7,0,545.57,direct,landing,slow_load,0,0.0
563,2024-02-24,2024-02,mobile,2.47,0,1,0,budget,14,0,2069.81,organic,landing,slow_load,0,0.0
564,2024-02-26,2024-02,mobile,7.06,10,0,0,budget,14,0,366.88,email,product_detail,forced_login,0,0.0
565,2024-05-31,2024-05,mobile,1.62,13,0,0,budget,15,0,299.06,email,add_to_cart,complex_form,0,0.0
566,2024-04-27,2024-04,desktop,2.0,17,1,1,premium,4,0,359.99,paid,product_detail,high_shipping,0,0.0
567,2024-01-06,2024-01,desktop,1.75,6,1,0,mid,12,0,975.3,organic,landing,slow_load,0,0.0
568,2024-02-10,2024-02,mobile,5.98,17,1,1,mid,3,0,1013.5,paid,product_detail,high_shipping,0,0.0
569,2024-06-07,2024-06,desktop,1.66,10,0,0,premium,18,0,1032.86,social,landing,slow_load,0,0.0
570,2024-05-13,2024-05,tablet,2.07,15,0,0,budget,11,1,977.0,paid,browse,high_price,0,0.0
571,2024-06-15,2024-06,desktop,0.72,17,1,1,budget,13,0,1704.14,organic,browse,out_of_stock,0,0.0
572,2024-06-10,2024-06,mobile,5.65,9,0,1,budget,4,1,814.65,email,landing,unclear_nav,0,0.0
573,2024-03-01,2024-03,desktop,2.26,19,0,1,budget,18,1,757.31,organic,landing,no_relevant_product,0,0.0
574,2024-06-07,2024-06,mobile,3.0,15,0,0,budget,13,0,459.78,organic,add_to_cart,unexpected_cost,0,0.0
575,2024-03-16,2024-03,mobile,3.92,3,1,1,premium,6,0,856.5,organic,browse,poor_images,0,0.0
576,2024-03-20,2024-03,mobile,1.57,22,0,0,mid,3,1,576.58,paid,add_to_cart,complex_form,0,0.0
577,2024-02-11,2024-02,mobile,2.89,17,1,1,mid,10,0,228.78,organic,landing,slow_load,0,0.0
578,2024-06-04,2024-06,desktop,6.22,4,0,1,mid,9,0,1315.39,paid,browse,poor_images,0,0.0
579,2024-03-10,2024-03,mobile,1.87,4,1,1,budget,13,0,935.36,organic,landing,unclear_nav,0,0.0
580,2024-06-18,2024-06,mobile,2.71,17,0,1,mid,14,1,197.19,paid,landing,no_relevant_product,0,0.0
581,2024-06-08,2024-06,mobile,2.77,0,1,1,premium,17,0,639.98,paid,browse,high_price,0,0.0
582,2024-03-22,2024-03,desktop,3.41,15,0,1,mid,3,1,870.05,paid,product_detail,high_shipping,0,0.0
583,2024-03-03,2024-03,mobile,2.74,19,1,0,mid,13,0,709.75,organic,product_detail,high_shipping,0,0.0
584,2024-01-07,2024-01,tablet,2.38,23,1,0,mid,4,0,911.02,email,add_to_cart,unexpected_cost,0,0.0
585,2024-01-06,2024-01,mobile,3.07,13,1,1,budget,5,0,449.82,organic,product_detail,high_shipping,0,0.0
586,2024-02-04,2024-02,mobile,1.85,20,1,1,budget,11,0,334.11,paid,browse,no_reviews,0,0.0
587,2024-05-14,2024-05,mobile,2.37,23,0,1,budget,6,0,119.34,social,landing,unclear_nav,0,0.0
588,2024-05-16,2024-05,mobile,1.65,15,0,1,premium,5,0,492.35,paid,landing,slow_load,0,0.0
589,2024-05-31,2024-05,mobile,4.52,15,0,0,mid,19,0,210.8,social,landing,unclear_nav,0,0.0
590,2024-06-22,2024-06,mobile,2.01,4,1,0,budget,15,1,875.41,social,browse,no_reviews,0,0.0
591,2024-04-29,2024-04,mobile,1.93,0,0,1,premium,19,1,757.55,organic,landing,unclear_nav,0,0.0
592,2024-06-23,2024-06,mobile,2.15,13,1,1,budget,8,0,195.28,organic,product_detail,high_shipping,0,0.0
593,2024-04-11,2024-04,tablet,1.08,9,0,1,mid,12,0,564.87,email,product_detail,forced_login,0,0.0
594,2024-05-01,2024-05,mobile,3.72,8,0,0,budget,16,0,897.34,organic,browse,out_of_stock,0,0.0
595,2024-01-29,2024-01,mobile,4.42,7,0,0,mid,13,0,241.05,paid,landing,unclear_nav,0,0.0
596,2024-01-01,2024-01,mobile,1.6,11,0,0,budget,2,0,402.46,email,landing,unclear_nav,0,0.0
597,2024-05-20,2024-05,mobile,1.15,23,0,0,budget,7,0,227.2,organic,add_to_cart,complex_form,0,0.0
598,2024-03-24,2024-03,tablet,1.72,12,1,1,mid,2,1,341.43,organic,product_detail,forced_login,0,0.0
599,2024-01-11,2024-01,mobile,1.83,2,0,1,budget,17,1,646.49,organic,add_to_cart,unexpected_cost,0,0.0
600,2024-03-01,2024-03,mobile,2.65,6,0,0,mid,2,0,752.1,email,checkout,payment_method_missing,0,0.0
601,2024-02-28,2024-02,tablet,1.15,20,0,1,budget,7,0,141.86,organic,landing,slow_load,0,0.0
602,2024-06-15,2024-06,mobile,3.4,23,1,1,premium,17,0,683.63,organic,landing,slow_load,0,0.0
603,2024-02-01,2024-02,mobile,2.09,9,0,0,budget,2,1,431.81,email,order_confirmed,,1,431.81
604,2024-05-24,2024-05,mobile,4.09,6,0,0,mid,17,0,3043.34,organic,order_confirmed,,1,3043.34
605,2024-04-21,2024-04,mobile,1.43,0,1,1,mid,9,0,375.87,paid,landing,unclear_nav,0,0.0
606,2024-05-27,2024-05,mobile,2.8,2,0,1,budget,16,0,349.6,email,landing,no_relevant_product,0,0.0
607,2024-01-31,2024-01,mobile,1.47,5,0,1,budget,5,0,1070.21,organic,landing,unclear_nav,0,0.0
608,2024-02-14,2024-02,mobile,5.25,22,0,0,budget,13,0,873.88,email,product_detail,forced_login,0,0.0
609,2024-06-04,2024-06,tablet,2.42,4,0,0,mid,14,0,634.07,social,product_detail,high_shipping,0,0.0
610,2024-01-26,2024-01,desktop,3.66,21,0,0,budget,2,1,701.12,organic,order_confirmed,,1,701.12
611,2024-05-17,2024-05,desktop,1.21,1,0,1,premium,7,0,1320.55,social,add_to_cart,unexpected_cost,0,0.0
612,2024-03-16,2024-03,desktop,3.48,14,1,0,premium,10,0,948.85,organic,product_detail,price_comparison,0,0.0
613,2024-01-29,2024-01,mobile,1.11,10,0,1,budget,18,0,124.64,social,browse,out_of_stock,0,0.0
614,2024-06-25,2024-06,mobile,1.56,2,0,0,budget,2,0,2578.16,direct,product_detail,forced_login,0,0.0
615,2024-04-05,2024-04,mobile,2.99,19,0,1,premium,1,1,820.15,paid,landing,slow_load,0,0.0
616,2024-05-16,2024-05,mobile,1.87,8,0,1,budget,5,0,329.68,paid,browse,poor_images,0,0.0
617,2024-04-07,2024-04,mobile,2.1,19,1,1,mid,1,0,464.58,organic,browse,no_reviews,0,0.0
618,2024-01-30,2024-01,desktop,2.14,5,0,1,premium,9,1,1320.1,social,browse,no_reviews,0,0.0
619,2024-06-04,2024-06,mobile,2.94,17,0,0,premium,10,0,310.87,paid,product_detail,price_comparison,0,0.0
620,2024-01-13,2024-01,mobile,1.51,4,1,1,budget,9,0,510.92,paid,checkout,payment_error,0,0.0
621,2024-03-20,2024-03,mobile,5.22,16,0,0,mid,6,0,431.41,social,add_to_cart,unexpected_cost,0,0.0
622,2024-02-02,2024-02,mobile,1.61,7,0,1,mid,6,1,315.79,email,checkout,payment_error,0,0.0
623,2024-06-28,2024-06,tablet,2.08,14,0,1,budget,1,1,403.69,social,browse,out_of_stock,0,0.0
624,2024-03-26,2024-03,desktop,1.55,7,0,1,mid,13,1,359.6,direct,landing,unclear_nav,0,0.0
625,2024-03-05,2024-03,tablet,3.2,11,0,1,budget,12,0,156.33,organic,landing,no_relevant_product,0,0.0
626,2024-05-26,2024-05,mobile,1.4,18,1,0,premium,13,0,480.82,email,browse,out_of_stock,0,0.0
627,2024-02-12,2024-02,desktop,1.28,3,0,1,budget,9,1,1352.92,email,checkout,otp_friction,0,0.0
628,2024-05-24,2024-05,mobile,1.8,22,0,0,premium,12,0,3302.24,social,product_detail,price_comparison,0,0.0
629,2024-03-05,2024-03,tablet,4.59,7,0,1,budget,8,1,808.51,organic,product_detail,price_comparison,0,0.0
630,2024-04-22,2024-04,desktop,1.81,13,0,0,premium,1,0,312.37,organic,landing,slow_load,0,0.0
631,2024-03-04,2024-03,mobile,2.05,16,0,1,budget,8,0,749.94,social,landing,unclear_nav,0,0.0
632,2024-04-06,2024-04,mobile,3.22,21,1,1,budget,10,0,1925.6,social,product_detail,price_comparison,0,0.0
633,2024-03-22,2024-03,mobile,0.85,17,0,1,premium,1,1,421.99,direct,browse,poor_images,0,0.0
634,2024-02-07,2024-02,mobile,1.47,16,0,0,premium,12,1,372.09,paid,order_confirmed,,1,372.09
635,2024-06-26,2024-06,mobile,2.59,23,0,1,premium,11,0,457.92,organic,landing,slow_load,0,0.0
636,2024-03-06,2024-03,desktop,2.91,12,0,1,mid,3,0,514.09,organic,browse,high_price,0,0.0
637,2024-02-16,2024-02,mobile,2.16,16,0,1,budget,13,1,3490.64,email,browse,no_reviews,0,0.0
638,2024-03-06,2024-03,desktop,3.5,19,0,1,budget,12,0,2033.01,social,product_detail,forced_login,0,0.0
639,2024-04-18,2024-04,mobile,3.3,21,0,1,mid,19,0,3065.94,social,landing,slow_load,0,0.0
640,2024-06-19,2024-06,mobile,1.72,21,0,0,budget,10,0,809.01,paid,browse,high_price,0,0.0
641,2024-01-25,2024-01,desktop,4.02,19,0,1,budget,4,0,193.34,email,landing,slow_load,0,0.0
642,2024-03-11,2024-03,desktop,1.48,7,0,0,budget,19,0,744.27,paid,browse,poor_images,0,0.0
643,2024-03-23,2024-03,desktop,2.39,20,1,0,budget,1,0,246.65,email,browse,poor_images,0,0.0
644,2024-01-02,2024-01,desktop,1.96,14,0,1,mid,13,1,1065.92,organic,add_to_cart,no_guest_checkout,0,0.0
645,2024-05-19,2024-05,mobile,1.82,9,1,0,premium,8,0,3487.38,paid,product_detail,high_shipping,0,0.0
646,2024-05-08,2024-05,mobile,4.1,5,0,0,mid,7,0,699.06,social,landing,no_relevant_product,0,0.0
647,2024-02-05,2024-02,mobile,5.65,12,0,0,mid,3,1,526.32,email,browse,out_of_stock,0,0.0
648,2024-05-29,2024-05,mobile,6.71,21,0,1,budget,8,1,735.34,organic,landing,unclear_nav,0,0.0
649,2024-05-15,2024-05,mobile,2.97,3,0,0,mid,14,1,1208.97,social,landing,slow_load,0,0.0
650,2024-04-08,2024-04,mobile,1.79,21,0,1,budget,13,0,1649.17,organic,landing,unclear_nav,0,0.0
651,2024-01-04,2024-01,tablet,3.05,14,0,0,mid,3,0,526.99,organic,landing,unclear_nav,0,0.0
652,2024-02-12,2024-02,mobile,2.65,7,0,1,budget,1,0,897.43,social,landing,slow_load,0,0.0
653,2024-02-06,2024-02,tablet,1.86,4,0,1,premium,10,0,738.49,paid,product_detail,high_shipping,0,0.0
654,2024-02-14,2024-02,tablet,2.65,15,0,0,budget,9,0,557.4,email,order_confirmed,,1,557.4
655,2024-02-01,2024-02,desktop,8.34,12,0,1,budget,5,0,699.1,organic,browse,no_reviews,0,0.0
656,2024-04-22,2024-04,mobile,3.56,10,0,1,budget,12,0,1765.84,social,browse,out_of_stock,0,0.0
657,2024-03-13,2024-03,mobile,1.4,22,0,1,mid,17,0,248.27,social,browse,no_reviews,0,0.0
658,2024-02-28,2024-02,desktop,4.86,14,0,1,budget,16,1,943.45,direct,add_to_cart,no_guest_checkout,0,0.0
659,2024-02-01,2024-02,mobile,2.0,5,0,1,budget,6,0,528.39,social,landing,slow_load,0,0.0
660,2024-05-24,2024-05,desktop,2.36,13,0,1,budget,14,0,2528.93,paid,product_detail,price_comparison,0,0.0
661,2024-02-28,2024-02,mobile,2.69,21,0,0,mid,3,0,877.44,social,checkout,payment_error,0,0.0
662,2024-02-13,2024-02,mobile,0.99,9,0,0,premium,19,0,1475.61,email,landing,unclear_nav,0,0.0
663,2024-06-26,2024-06,desktop,2.26,12,0,0,mid,7,0,199.53,organic,product_detail,forced_login,0,0.0
664,2024-02-25,2024-02,desktop,3.56,23,1,1,budget,15,0,329.11,paid,product_detail,price_comparison,0,0.0
665,2024-04-09,2024-04,desktop,3.67,21,0,0,mid,3,0,481.71,paid,order_confirmed,,1,481.71
666,2024-06-18,2024-06,desktop,2.47,4,0,1,budget,7,0,475.99,paid,checkout,payment_method_missing,0,0.0
667,2024-05-04,2024-05,mobile,2.25,6,1,0,mid,18,0,197.59,paid,product_detail,price_comparison,0,0.0
668,2024-05-09,2024-05,desktop,5.0,19,0,0,premium,19,0,568.51,paid,product_detail,forced_login,0,0.0
669,2024-05-09,2024-05,tablet,1.46,8,0,1,budget,15,1,806.36,direct,product_detail,high_shipping,0,0.0
670,2024-03-08,2024-03,mobile,2.51,5,0,1,mid,1,0,861.78,email,product_detail,forced_login,0,0.0
671,2024-05-15,2024-05,desktop,3.84,19,0,0,mid,19,0,591.95,organic,landing,no_relevant_product,0,0.0
672,2024-03-14,2024-03,desktop,2.19,1,0,0,budget,10,0,796.06,organic,landing,slow_load,0,0.0
673,2024-02-03,2024-02,desktop,2.24,9,1,1,budget,10,0,932.71,social,browse,poor_images,0,0.0
674,2024-01-01,2024-01,desktop,2.21,8,0,1,budget,9,1,355.72,direct,order_confirmed,,1,355.72
675,2024-04-26,2024-04,desktop,2.62,3,0,1,mid,12,0,1329.14,organic,browse,poor_images,0,0.0
676,2024-06-16,2024-06,mobile,2.42,8,1,1,mid,13,0,1476.12,direct,product_detail,forced_login,0,0.0
677,2024-04-14,2024-04,mobile,4.3,4,1,0,budget,7,0,938.08,organic,browse,poor_images,0,0.0
678,2024-06-16,2024-06,desktop,3.08,3,1,0,budget,19,0,167.01,paid,landing,no_relevant_product,0,0.0
679,2024-01-29,2024-01,mobile,1.73,6,0,1,mid,18,1,547.1,email,landing,slow_load,0,0.0
680,2024-03-15,2024-03,desktop,1.86,8,0,1,mid,14,0,146.08,social,browse,no_reviews,0,0.0
681,2024-04-05,2024-04,desktop,4.74,0,0,1,mid,15,1,640.91,email,add_to_cart,no_guest_checkout,0,0.0
682,2024-05-24,2024-05,desktop,2.13,12,0,1,budget,19,0,3144.46,organic,browse,no_reviews,0,0.0
683,2024-06-29,2024-06,mobile,4.62,17,1,1,mid,5,1,1026.52,paid,browse,high_price,0,0.0
684,2024-01-22,2024-01,desktop,2.86,19,0,0,premium,4,0,828.88,direct,product_detail,price_comparison,0,0.0
685,2024-04-10,2024-04,desktop,2.84,7,0,1,mid,2,0,665.44,paid,checkout,otp_friction,0,0.0
686,2024-01-11,2024-01,desktop,1.3,4,0,1,budget,12,0,371.72,paid,landing,unclear_nav,0,0.0
687,2024-04-21,2024-04,desktop,1.41,21,1,0,mid,6,1,346.29,email,browse,no_reviews,0,0.0
688,2024-06-03,2024-06,mobile,5.31,14,0,1,mid,17,1,301.71,organic,order_confirmed,,1,301.71
689,2024-05-07,2024-05,desktop,3.73,1,0,1,budget,3,1,119.74,email,product_detail,price_comparison,0,0.0
690,2024-05-16,2024-05,desktop,1.49,22,0,1,premium,18,0,2116.79,paid,landing,unclear_nav,0,0.0
691,2024-01-26,2024-01,mobile,2.45,11,0,1,premium,19,1,1360.59,social,landing,no_relevant_product,0,0.0
692,2024-05-20,2024-05,tablet,3.27,5,0,0,mid,4,0,719.79,paid,landing,no_relevant_product,0,0.0
693,2024-04-21,2024-04,desktop,2.67,16,1,1,mid,14,0,1636.34,organic,browse,poor_images,0,0.0
694,2024-01-27,2024-01,tablet,2.45,6,1,0,budget,7,0,661.74,social,add_to_cart,complex_form,0,0.0
695,2024-01-20,2024-01,mobile,1.86,2,1,1,mid,8,0,241.44,paid,add_to_cart,unexpected_cost,0,0.0
696,2024-04-22,2024-04,desktop,1.35,18,0,1,premium,5,0,963.56,social,browse,high_price,0,0.0
697,2024-05-16,2024-05,mobile,1.83,9,0,1,budget,12,0,858.73,social,landing,no_relevant_product,0,0.0
698,2024-05-04,2024-05,mobile,0.95,10,1,1,premium,13,1,1530.47,direct,product_detail,price_comparison,0,0.0
699,2024-04-11,2024-04,mobile,1.69,20,0,0,mid,4,1,118.44,organic,landing,slow_load,0,0.0
700,2024-03-07,2024-03,desktop,2.92,3,0,1,premium,10,0,846.99,social,add_to_cart,no_guest_checkout,0,0.0
701,2024-01-16,2024-01,desktop,1.55,15,0,0,mid,1,0,208.98,organic,order_confirmed,,1,208.98
702,2024-01-31,2024-01,mobile,2.53,22,0,0,budget,16,0,3024.94,organic,landing,unclear_nav,0,0.0
703,2024-03-29,2024-03,mobile,1.12,10,0,0,mid,4,0,966.57,social,browse,out_of_stock,0,0.0
704,2024-04-01,2024-04,tablet,1.96,15,0,1,mid,13,0,190.66,paid,browse,poor_images,0,0.0
705,2024-03-08,2024-03,mobile,4.53,1,0,1,mid,17,0,1082.32,social,product_detail,high_shipping,0,0.0
706,2024-02-09,2024-02,mobile,1.37,12,0,1,budget,15,0,507.12,organic,add_to_cart,no_guest_checkout,0,0.0
707,2024-02-10,2024-02,mobile,5.32,5,1,0,mid,6,0,920.5,paid,landing,no_relevant_product,0,0.0
708,2024-06-12,2024-06,desktop,1.8,9,0,1,premium,12,1,449.31,paid,landing,no_relevant_product,0,0.0
709,2024-05-16,2024-05,desktop,3.36,1,0,0,budget,7,0,1455.23,paid,add_to_cart,complex_form,0,0.0
710,2024-06-04,2024-06,mobile,2.42,20,0,0,mid,9,0,3606.7,organic,landing,slow_load,0,0.0
711,2024-04-29,2024-04,mobile,3.58,22,0,1,mid,9,0,491.08,direct,landing,unclear_nav,0,0.0
712,2024-03-23,2024-03,tablet,3.26,15,1,1,premium,15,1,1783.12,email,payment,,0,0.0
713,2024-03-02,2024-03,desktop,1.85,7,1,0,mid,12,1,485.93,email,order_confirmed,,1,485.93
714,2024-04-20,2024-04,mobile,8.59,9,1,1,mid,8,0,625.81,organic,browse,no_reviews,0,0.0
715,2024-05-29,2024-05,mobile,4.05,20,0,0,premium,14,0,881.38,direct,landing,no_relevant_product,0,0.0
716,2024-05-17,2024-05,tablet,2.22,9,0,1,budget,2,0,757.48,organic,add_to_cart,unexpected_cost,0,0.0
717,2024-01-08,2024-01,desktop,3.42,6,0,1,premium,17,0,776.83,social,payment,,0,0.0
718,2024-03-17,2024-03,desktop,2.67,1,1,1,mid,4,0,230.47,organic,browse,no_reviews,0,0.0
719,2024-06-17,2024-06,desktop,1.91,22,0,1,budget,7,0,1149.37,social,add_to_cart,unexpected_cost,0,0.0
720,2024-05-30,2024-05,desktop,1.71,3,0,1,budget,8,0,475.27,email,checkout,otp_friction,0,0.0
721,2024-06-03,2024-06,mobile,2.33,17,0,1,premium,7,0,784.39,organic,product_detail,price_comparison,0,0.0
722,2024-02-11,2024-02,mobile,1.27,13,1,0,mid,13,1,2570.69,paid,browse,out_of_stock,0,0.0
723,2024-05-30,2024-05,mobile,0.76,13,0,1,budget,4,0,721.91,organic,browse,no_reviews,0,0.0
724,2024-01-03,2024-01,mobile,1.29,20,0,0,premium,19,1,714.12,paid,add_to_cart,no_guest_checkout,0,0.0
725,2024-03-07,2024-03,desktop,1.81,6,0,0,budget,16,0,404.95,paid,product_detail,price_comparison,0,0.0
726,2024-05-08,2024-05,tablet,1.11,1,0,1,mid,1,1,719.4,paid,checkout,payment_error,0,0.0
727,2024-05-12,2024-05,mobile,3.23,22,1,1,premium,1,0,1413.97,paid,browse,no_reviews,0,0.0
728,2024-04-11,2024-04,tablet,1.88,8,0,1,premium,2,1,617.76,organic,product_detail,high_shipping,0,0.0
729,2024-06-09,2024-06,tablet,1.92,4,1,0,budget,8,1,505.47,direct,product_detail,forced_login,0,0.0
730,2024-01-04,2024-01,mobile,2.72,2,0,0,mid,12,0,124.02,paid,landing,no_relevant_product,0,0.0
731,2024-05-18,2024-05,mobile,1.35,1,1,1,budget,2,0,1656.51,social,browse,high_price,0,0.0
732,2024-05-28,2024-05,tablet,1.85,14,0,1,budget,8,0,629.16,paid,add_to_cart,complex_form,0,0.0
733,2024-04-02,2024-04,tablet,4.36,8,0,0,budget,19,1,1370.63,paid,browse,no_reviews,0,0.0
734,2024-02-17,2024-02,tablet,2.79,9,1,1,mid,11,0,246.83,organic,payment,,0,0.0
735,2024-03-09,2024-03,desktop,1.21,1,1,0,premium,16,0,228.46,email,product_detail,forced_login,0,0.0
736,2024-04-14,2024-04,mobile,4.73,13,1,1,budget,18,0,545.62,organic,add_to_cart,no_guest_checkout,0,0.0
737,2024-01-27,2024-01,mobile,3.02,5,1,1,mid,12,0,330.41,email,product_detail,price_comparison,0,0.0
738,2024-03-16,2024-03,mobile,1.81,10,1,1,budget,13,0,453.11,paid,landing,slow_load,0,0.0
739,2024-04-12,2024-04,desktop,4.77,2,0,1,budget,2,0,311.03,organic,landing,slow_load,0,0.0
740,2024-06-24,2024-06,desktop,3.52,8,0,1,mid,6,0,394.86,email,landing,unclear_nav,0,0.0
741,2024-06-02,2024-06,mobile,5.09,5,1,1,premium,12,0,970.97,social,landing,no_relevant_product,0,0.0
742,2024-03-12,2024-03,tablet,1.83,13,0,0,mid,19,0,1242.14,direct,order_confirmed,,1,1242.14
743,2024-01-22,2024-01,tablet,1.02,22,0,1,premium,8,0,1925.96,direct,landing,unclear_nav,0,0.0
744,2024-05-28,2024-05,desktop,3.71,5,0,1,budget,14,0,650.43,organic,browse,no_reviews,0,0.0
745,2024-04-26,2024-04,mobile,5.35,21,0,1,budget,16,0,397.63,social,browse,poor_images,0,0.0
746,2024-02-17,2024-02,mobile,3.74,7,1,1,budget,4,1,446.4,direct,add_to_cart,no_guest_checkout,0,0.0
747,2024-06-08,2024-06,mobile,2.48,21,1,1,mid,5,0,291.18,organic,payment,,0,0.0
748,2024-04-18,2024-04,mobile,1.1,6,0,0,budget,18,0,106.11,paid,product_detail,high_shipping,0,0.0
749,2024-01-28,2024-01,mobile,2.2,16,1,1,budget,13,0,3569.98,paid,product_detail,forced_login,0,0.0
750,2024-03-10,2024-03,mobile,3.07,20,1,0,budget,2,0,112.58,social,add_to_cart,complex_form,0,0.0
751,2024-03-24,2024-03,mobile,2.17,11,1,1,budget,2,0,827.89,email,landing,no_relevant_product,0,0.0
752,2024-06-07,2024-06,mobile,2.22,20,0,1,premium,7,0,577.36,organic,product_detail,price_comparison,0,0.0
753,2024-04-26,2024-04,desktop,3.03,2,0,1,mid,15,1,834.15,social,landing,no_relevant_product,0,0.0
754,2024-04-21,2024-04,mobile,1.41,11,1,1,budget,19,0,820.86,social,landing,unclear_nav,0,0.0
755,2024-02-14,2024-02,desktop,2.77,0,0,1,mid,9,0,587.41,paid,product_detail,price_comparison,0,0.0
756,2024-02-24,2024-02,mobile,2.66,18,1,1,premium,18,0,155.12,email,add_to_cart,complex_form,0,0.0
757,2024-03-11,2024-03,desktop,1.45,3,0,0,premium,9,0,261.51,email,browse,out_of_stock,0,0.0
758,2024-01-14,2024-01,mobile,1.29,23,1,0,budget,13,0,498.24,email,browse,poor_images,0,0.0
759,2024-05-31,2024-05,mobile,2.07,12,0,1,budget,7,1,964.78,organic,checkout,otp_friction,0,0.0
760,2024-01-16,2024-01,tablet,3.23,17,0,1,budget,11,0,1367.35,social,landing,slow_load,0,0.0
761,2024-04-17,2024-04,desktop,1.72,23,0,1,budget,18,0,421.68,social,landing,no_relevant_product,0,0.0
762,2024-06-13,2024-06,desktop,2.68,14,0,0,budget,18,0,261.0,email,landing,no_relevant_product,0,0.0
763,2024-05-29,2024-05,mobile,2.86,11,0,0,budget,3,1,957.68,organic,landing,slow_load,0,0.0
764,2024-03-15,2024-03,desktop,2.12,15,0,0,premium,3,0,949.37,organic,landing,unclear_nav,0,0.0
765,2024-04-05,2024-04,mobile,1.78,10,0,1,budget,1,0,1425.65,organic,checkout,payment_method_missing,0,0.0
766,2024-05-11,2024-05,tablet,3.5,16,1,1,budget,6,1,343.99,social,product_detail,high_shipping,0,0.0
767,2024-02-07,2024-02,mobile,1.94,19,0,0,budget,12,1,565.48,paid,browse,poor_images,0,0.0
768,2024-01-03,2024-01,mobile,1.99,12,0,1,mid,6,0,1466.21,direct,browse,out_of_stock,0,0.0
769,2024-06-29,2024-06,desktop,1.3,17,1,0,mid,17,0,1709.6,organic,landing,slow_load,0,0.0
770,2024-03-31,2024-03,desktop,4.02,19,1,0,mid,14,0,609.18,email,landing,slow_load,0,0.0
771,2024-06-22,2024-06,desktop,2.73,0,1,0,premium,3,0,497.75,paid,landing,no_relevant_product,0,0.0
772,2024-03-07,2024-03,desktop,1.78,21,0,1,mid,6,1,1014.84,social,landing,no_relevant_product,0,0.0
773,2024-03-21,2024-03,desktop,1.59,23,0,0,premium,11,0,581.33,social,landing,slow_load,0,0.0
774,2024-02-20,2024-02,mobile,4.04,18,0,1,mid,9,1,255.42,organic,landing,unclear_nav,0,0.0
775,2024-02-21,2024-02,mobile,2.98,8,0,1,premium,19,0,160.1,paid,landing,slow_load,0,0.0
776,2024-05-27,2024-05,desktop,1.33,0,0,0,budget,8,1,1500.78,paid,browse,out_of_stock,0,0.0
777,2024-06-11,2024-06,desktop,3.23,2,0,1,premium,8,1,843.17,social,landing,unclear_nav,0,0.0
778,2024-02-08,2024-02,desktop,2.08,4,0,0,mid,11,0,1248.65,organic,checkout,payment_method_missing,0,0.0
779,2024-04-08,2024-04,desktop,3.21,4,0,1,mid,15,0,189.3,organic,landing,slow_load,0,0.0
780,2024-02-02,2024-02,mobile,5.69,9,0,0,budget,6,1,663.03,social,landing,unclear_nav,0,0.0
781,2024-05-06,2024-05,tablet,2.08,8,0,0,budget,4,0,518.78,paid,order_confirmed,,1,518.78
782,2024-02-18,2024-02,mobile,1.48,10,1,1,mid,5,0,627.45,organic,browse,no_reviews,0,0.0
783,2024-06-06,2024-06,tablet,1.68,21,0,1,budget,4,1,287.39,email,product_detail,high_shipping,0,0.0
784,2024-03-24,2024-03,desktop,1.2,9,1,1,premium,16,1,1063.02,organic,browse,no_reviews,0,0.0
785,2024-05-09,2024-05,tablet,4.57,9,0,0,premium,19,0,306.46,paid,product_detail,forced_login,0,0.0
786,2024-01-29,2024-01,mobile,1.87,6,0,1,budget,8,0,287.87,organic,payment,,0,0.0
787,2024-01-05,2024-01,mobile,3.2,12,0,0,mid,15,0,307.01,paid,product_detail,forced_login,0,0.0
788,2024-02-28,2024-02,tablet,2.3,18,0,1,budget,3,0,1388.43,organic,add_to_cart,complex_form,0,0.0
789,2024-01-28,2024-01,mobile,3.68,22,1,1,budget,6,0,457.59,direct,landing,slow_load,0,0.0
790,2024-02-10,2024-02,tablet,5.14,16,1,1,mid,12,0,275.46,organic,product_detail,high_shipping,0,0.0
791,2024-04-22,2024-04,mobile,1.73,23,0,0,premium,2,0,1296.31,organic,browse,poor_images,0,0.0
792,2024-01-31,2024-01,mobile,1.97,21,0,0,budget,9,0,1007.12,email,order_confirmed,,1,1007.12
793,2024-05-02,2024-05,desktop,2.49,13,0,1,mid,4,0,1456.13,social,landing,no_relevant_product,0,0.0
794,2024-06-05,2024-06,desktop,1.39,18,0,0,mid,16,1,322.82,direct,product_detail,price_comparison,0,0.0
795,2024-04-04,2024-04,mobile,2.84,10,0,1,premium,5,0,1377.67,paid,landing,no_relevant_product,0,0.0
796,2024-02-09,2024-02,mobile,1.75,8,0,0,premium,3,0,1266.27,paid,landing,unclear_nav,0,0.0
797,2024-05-15,2024-05,tablet,1.53,14,0,1,premium,19,0,1676.1,email,browse,high_price,0,0.0
798,2024-03-29,2024-03,tablet,2.25,5,0,1,budget,4,0,4818.66,social,browse,no_reviews,0,0.0
799,2024-04-13,2024-04,desktop,1.87,1,1,1,mid,12,0,3417.2,direct,browse,poor_images,0,0.0
